name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,2484,983728897,,carport,,,,"POLYGON ((-111.918739 33.410672, -111.918603 33.41067, -111.918602 33.410717, -111.918739 33.410719, -111.918739 33.410672))",POINT (-111.9186707 33.4106945),66.1,712.0
,2485,983728898,,carport,,,,"POLYGON ((-111.9185292 33.4108348, -111.9187597 33.4108368, -111.9187603 33.4107898, -111.9185298 33.4107878, -111.9185292 33.4108348))",POINT (-111.9186447 33.4108123),111.7,1202.2
,2486,983728899,,carport,,,,"POLYGON ((-111.918911 33.41079, -111.918912 33.410838, -111.919146 33.410835, -111.919145 33.410787, -111.918911 33.41079))",POINT (-111.9190285 33.4108125),115.8,1246.6
,2487,983728900,,carport,,,,"POLYGON ((-111.9192099 33.4106651, -111.9189769 33.4106689, -111.9189781 33.4107159, -111.9192111 33.4107121, -111.9192099 33.4106651))",POINT (-111.919094 33.4106905),112.9,1215.6
,2488,983728901,,carport,,,,"POLYGON ((-111.9192431 33.4107129, -111.9194791 33.4107121, -111.9194789 33.4106641, -111.9192429 33.4106649, -111.9192431 33.4107129))",POINT (-111.919361 33.4106885),116.8,1257.0
,2489,983728902,,carport,,,,"POLYGON ((-111.9202185 33.4106651, -111.9202724 33.4106648, -111.9202708 33.4104759, -111.920217 33.4104762, -111.9202185 33.4106651))",POINT (-111.9202447 33.4105705),104.9,1128.8
,2490,983728903,,carport,,,,"POLYGON ((-111.9206512 33.4107798, -111.9204152 33.4107782, -111.9204148 33.4108272, -111.9206508 33.4108288, -111.9206512 33.4107798))",POINT (-111.920533 33.4108035),119.2,1283.2
,2491,983728904,,carport,,,,"POLYGON ((-111.9222223 33.4106964, -111.9222221 33.4106511, -111.9220459 33.4106518, -111.9220461 33.4106971, -111.9222223 33.4106964))",POINT (-111.9221341 33.4106741),82.3,885.7
,2492,983728905,,carport,,,,"POLYGON ((-111.9156395 33.4088996, -111.9155831 33.4088991, -111.9155805 33.4090915, -111.9156371 33.4090921, -111.9156395 33.4088996))",POINT (-111.9156101 33.4089956),112.1,1206.7
,2493,983728906,,carport,,,,"POLYGON ((-111.9161139 33.410095, -111.9161122 33.4101436, -111.9162251 33.4101463, -111.9162268 33.4100977, -111.9161139 33.410095))",POINT (-111.9161695 33.4101206),56.6,609.3
,2494,983728907,,carport,,,,"POLYGON ((-111.9158179 33.4106371, -111.9160529 33.4106379, -111.9160531 33.4105889, -111.9158181 33.4105881, -111.9158179 33.4106371))",POINT (-111.9159355 33.410613),118.7,1277.7
,2495,983728908,,carport,,,,"POLYGON ((-111.9170757 33.4105914, -111.9170751 33.4106399, -111.9173121 33.4106417, -111.9173126 33.4105931, -111.9170757 33.4105914))",POINT (-111.9171939 33.4106165),118.6,1276.6
,2496,983728909,,carport,,,,"POLYGON ((-111.9174097 33.4107134, -111.9171835 33.4107141, -111.9171837 33.4107628, -111.91741 33.410762, -111.9174097 33.4107134))",POINT (-111.9172967 33.4107381),113.5,1221.4
,2497,983728911,,carport,,,,"POLYGON ((-111.9088241 33.4086751, -111.9087869 33.4087901, -111.9088569 33.4088059, -111.9088941 33.4086909, -111.9088241 33.4086751))",POINT (-111.9088405 33.4087405),89.0,958.5
,2498,984223640,,yes,,,,"POLYGON ((-111.9130179 33.40701, -111.9127449 33.40701, -111.9127447 33.4070558, -111.9127628 33.4070555, -111.9127621 33.4070837, -111.9128032 33.4070828, -111.9128032 33.4070996, -111.912783 33.4071008, -111.9127834 33.4071284, -111.9127639 33.4071295, -111.9127646 33.4071722, -111.9127848 33.4071719, -111.9127862 33.4071819, -111.9127642 33.4071816, -111.9127642 33.4071875, -111.9127564 33.4071884, -111.912761 33.4072512, -111.9128007 33.4072523, -111.9128018 33.4072871, -111.9129577 33.4072882, -111.9129591 33.4072535, -111.9129762 33.407253, -111.9129767 33.4072258, -111.9129964 33.4072241, -111.9129949 33.4072142, -111.913002 33.4072138, -111.9130015 33.407193, -111.912994 33.4071928, -111.9129972 33.4071867, -111.9130117 33.4071894, -111.9130122 33.4071695, -111.9129966 33.4071686, -111.9129963 33.4071622, -111.9130005 33.4071614, -111.9129968 33.4071066, -111.9129914 33.4071039, -111.9129767 33.4071037, -111.9129762 33.4071003, -111.9129563 33.4071, -111.9129556 33.4070826, -111.9130267 33.40708, -111.9130265 33.4070531, -111.9130155 33.4070535, -111.9130179 33.40701))",POINT (-111.9128824 33.4071406),644.7,6939.8
,2499,984223641,,yes,,,,"POLYGON ((-111.9126865 33.4069967, -111.9124135 33.4069967, -111.9124134 33.4070425, -111.9124314 33.4070422, -111.9124307 33.4070704, -111.9124719 33.4070695, -111.9124719 33.4070863, -111.9124516 33.4070875, -111.912452 33.4071151, -111.9124325 33.4071162, -111.9124332 33.4071589, -111.9124534 33.4071586, -111.9124548 33.4071686, -111.9124329 33.4071683, -111.9124329 33.4071742, -111.9124251 33.4071751, -111.9124263 33.4071989, -111.9124328 33.4072002, -111.9124369 33.4072363, -111.9124719 33.4072392, -111.9124705 33.4072738, -111.9126263 33.4072749, -111.9126277 33.4072402, -111.9126449 33.4072397, -111.9126453 33.4072125, -111.9126651 33.4072108, -111.9126635 33.4072009, -111.9126706 33.4072005, -111.9126702 33.4071797, -111.9126626 33.4071795, -111.9126658 33.4071734, -111.9126803 33.4071761, -111.9126808 33.4071562, -111.9126652 33.4071553, -111.9126649 33.4071489, -111.9126691 33.4071481, -111.9126654 33.4070933, -111.91266 33.4070906, -111.9126453 33.4070904, -111.9126448 33.407087, -111.912625 33.4070867, -111.9126243 33.4070693, -111.9126954 33.4070667, -111.9126951 33.4070398, -111.9126841 33.4070402, -111.9126865 33.4069967))",POINT (-111.9125516 33.4071268),641.3,6903.4
,2500,984223642,,yes,,,,"POLYGON ((-111.9123592 33.4069811, -111.9120862 33.4069811, -111.912086 33.4070269, -111.9121041 33.4070266, -111.9121034 33.4070548, -111.9121445 33.4070539, -111.9121445 33.4070707, -111.9121243 33.4070719, -111.9121247 33.4070994, -111.9121052 33.4071006, -111.9121059 33.4071433, -111.9121261 33.407143, -111.9121275 33.407153, -111.9121055 33.4071527, -111.9121055 33.4071586, -111.9120977 33.4071595, -111.9120989 33.4071833, -111.9121055 33.4071846, -111.9121096 33.4072207, -111.9121446 33.4072236, -111.9121431 33.4072582, -111.912299 33.4072593, -111.9123004 33.4072246, -111.9123175 33.4072241, -111.912318 33.4071969, -111.9123377 33.4071952, -111.9123362 33.4071853, -111.9123433 33.4071849, -111.9123428 33.4071641, -111.9123353 33.4071639, -111.9123385 33.4071578, -111.912353 33.4071605, -111.9123535 33.4071406, -111.9123379 33.4071397, -111.9123376 33.4071333, -111.9123418 33.4071325, -111.9123381 33.4070777, -111.9123327 33.407075, -111.912318 33.4070748, -111.9123175 33.4070714, -111.9122976 33.4070711, -111.9122969 33.4070537, -111.912368 33.4070511, -111.9123678 33.4070242, -111.9123568 33.4070246, -111.9123592 33.4069811))",POINT (-111.9122243 33.4071112),641.4,6903.7
,2501,985012416,,yes,,,,"POLYGON ((-111.9238927 33.4203651, -111.9234913 33.420282, -111.9234938 33.4202684, -111.9232408 33.4202182, -111.9232803 33.420088, -111.9237487 33.4201806, -111.9237412 33.4202046, -111.9238332 33.4202239, -111.9238508 33.4201602, -111.9233504 33.4200562, -111.923353 33.420046, -111.9233068 33.4200366, -111.923309 33.4200277, -111.9232689 33.4200185, -111.9232882 33.4199495, -111.923251 33.4199414, -111.9232693 33.419882, -111.9233085 33.4198892, -111.9233217 33.4198455, -111.9239113 33.4199635, -111.9238894 33.4200399, -111.9239219 33.4200463, -111.9239321 33.4200174, -111.9239703 33.4200261, -111.9239351 33.4201476, -111.9239434 33.4201495, -111.9239272 33.4202107, -111.9239352 33.4202137, -111.9238927 33.4203651))",POINT (-111.9236074 33.4200993),2393.1,25759.5
,2502,985012417,,yes,,,,"POLYGON ((-111.9240501 33.4202302, -111.9240025 33.4202549, -111.9239743 33.420214, -111.9240216 33.420191, -111.9240501 33.4202302))",POINT (-111.9240121 33.4202227),26.6,285.9
,2503,986106431,,,,pitch,,"POLYGON ((-111.9314869 33.4171065, -111.9313598 33.417107, -111.9313588 33.4168996, -111.9314858 33.4168992, -111.9314869 33.4171065))",POINT (-111.9314228 33.4170031),271.6,2923.0
,2504,986106432,,,,pitch,,"POLYGON ((-111.9314843 33.4168619, -111.9313596 33.4168627, -111.9313556 33.4164467, -111.9314804 33.4164459, -111.9314843 33.4168619))",POINT (-111.93142 33.4166543),535.0,5758.3
,2505,986106433,,,,pitch,,"POLYGON ((-111.9314793 33.4164062, -111.931356 33.4164079, -111.9313519 33.4162005, -111.9314752 33.4161988, -111.9314793 33.4164062))",POINT (-111.9314156 33.4163034),263.7,2838.1
,2506,986106434,,,,fitness_station,,"POLYGON ((-111.9314721 33.4172457, -111.9313762 33.4172432, -111.9313802 33.4171335, -111.9314762 33.4171359, -111.9314721 33.4172457))",POINT (-111.9314262 33.4171896),108.6,1169.5
,2507,990991471,,carport,,,,"POLYGON ((-111.9216908 33.4213568, -111.9216872 33.4217528, -111.9217432 33.4217532, -111.9217468 33.4213572, -111.9216908 33.4213568))",POINT (-111.921717 33.421555),228.6,2460.5
,2508,991005740,,carport,,,,"POLYGON ((-111.9219394 33.4216265, -111.921938 33.421725, -111.9219945 33.4217256, -111.9219959 33.4216271, -111.9219394 33.4216265))",POINT (-111.9219669 33.4216761),57.4,617.5
,2509,991005741,,carport,,,,"POLYGON ((-111.9218456 33.4216284, -111.9217866 33.4216276, -111.9217848 33.4217261, -111.9218438 33.4217269, -111.9218456 33.4216284))",POINT (-111.9218152 33.4216773),59.9,644.9
,2510,991005742,,carport,,,,"POLYGON ((-111.9218448 33.4215011, -111.9217858 33.4215009, -111.9217852 33.4215999, -111.9218442 33.4216001, -111.9218448 33.4215011))",POINT (-111.921815 33.4215505),60.2,648.1
,2511,991005743,,carport,,,,"POLYGON ((-111.9219406 33.4215975, -111.9219931 33.4215981, -111.9219945 33.4215196, -111.921942 33.421519, -111.9219406 33.4215975))",POINT (-111.9219675 33.4215586),42.5,457.3
,2512,991005744,,carport,,,,"POLYGON ((-111.9217442 33.4209398, -111.9216872 33.4209402, -111.9216908 33.4213362, -111.9217478 33.4213358, -111.9217442 33.4209398))",POINT (-111.9217175 33.421138),232.7,2504.5
,2513,991005745,,carport,,,,"POLYGON ((-111.9216098 33.4209071, -111.9215538 33.4209069, -111.9215512 33.4213009, -111.9216072 33.4213011, -111.9216098 33.4209071))",POINT (-111.9215805 33.421104),227.4,2448.0
,2514,991005746,,carport,,,,"POLYGON ((-111.9214707 33.4209037, -111.9214653 33.4212987, -111.9215213 33.4212993, -111.9215267 33.4209043, -111.9214707 33.4209037))",POINT (-111.921496 33.4211015),228.0,2454.5
,2515,991005747,,carport,,,,"POLYGON ((-111.9214718 33.4208822, -111.9215268 33.4208818, -111.9215226 33.4204363, -111.9214676 33.4204367, -111.9214718 33.4208822))",POINT (-111.9214972 33.4206592),252.6,2718.7
,2516,991005748,,carport,,,,"POLYGON ((-111.9216889 33.420472, -111.9216881 33.420868, -111.9217441 33.420868, -111.9217449 33.420472, -111.9216889 33.420472))",POINT (-111.9217165 33.42067),228.6,2460.4
,2517,991005749,,carport,,,,"POLYGON ((-111.9213882 33.4208932, -111.9213824 33.4205497, -111.9213254 33.4205503, -111.9213312 33.4208938, -111.9213882 33.4208932))",POINT (-111.9213568 33.4207217),201.8,2172.7
,2518,991005750,,carport,,,,"POLYGON ((-111.9213289 33.4204579, -111.9213853 33.4204576, -111.9213843 33.4203128, -111.9213279 33.420313, -111.9213289 33.4204579))",POINT (-111.9213566 33.4203853),84.2,906.4
,2519,991005751,,carport,,,,"POLYGON ((-111.9205621 33.4203629, -111.9209051 33.4204331, -111.9209189 33.4203861, -111.9205759 33.4203159, -111.9205621 33.4203629))",POINT (-111.9207405 33.4203745),176.2,1896.1
,2520,991005752,,carport,,,,"POLYGON ((-111.920208 33.4200476, -111.9201942 33.4200944, -111.9206533 33.4201889, -111.9206672 33.4201419, -111.920208 33.4200476))",POINT (-111.9204308 33.4201182),235.4,2534.2
,2521,991005753,,carport,,,,"POLYGON ((-111.92069 33.4201509, -111.9206766 33.4201965, -111.9210787 33.420279, -111.9210921 33.4202334, -111.92069 33.4201509))",POINT (-111.9208844 33.420215),200.4,2157.0
,2522,991005754,,carport,,,,"POLYGON ((-111.9201779 33.4201686, -111.9206396 33.4202625, -111.9206531 33.4202165, -111.9201913 33.4201225, -111.9201779 33.4201686))",POINT (-111.9204154 33.4201925),232.2,2499.3
,2523,991005755,,carport,,,,"POLYGON ((-111.9188885 33.4199653, -111.919296 33.42001, -111.9193033 33.4199634, -111.9188958 33.4199188, -111.9188885 33.4199653))",POINT (-111.919096 33.4199644),198.9,2140.8
,2524,991005756,,carport,,,,"POLYGON ((-111.9187 33.42014, -111.9191115 33.4201745, -111.9191171 33.4201279, -111.9187056 33.4200936, -111.9187 33.42014))",POINT (-111.9189087 33.420134),199.2,2144.3
,2525,991005757,,carport,,,,"POLYGON ((-111.91825 33.420343, -111.918307 33.420343, -111.918307 33.420096, -111.91825 33.420096, -111.91825 33.420343))",POINT (-111.9182785 33.4202195),145.1,1562.0
,2526,991005758,,carport,,,,"POLYGON ((-111.9181682 33.4201298, -111.9181122 33.4201302, -111.9181148 33.4203682, -111.9181708 33.4203678, -111.9181682 33.4201298))",POINT (-111.9181415 33.420249),137.4,1478.8
,2527,991005759,,carport,,,,"POLYGON ((-111.9180813 33.4200597, -111.9180263 33.4200593, -111.9180242 33.4202518, -111.9180792 33.4202522, -111.9180813 33.4200597))",POINT (-111.9180528 33.4201557),109.1,1174.8
,2528,991005760,,yes,,,,"POLYGON ((-111.9184289 33.4198775, -111.9180776 33.4198489, -111.9180721 33.4198958, -111.9184234 33.4199244, -111.9184289 33.4198775))",POINT (-111.9182505 33.4198867),171.4,1845.4
,2529,991005761,,yes,,,,"POLYGON ((-111.9188051 33.4199879, -111.9183381 33.4199481, -111.9183329 33.4199911, -111.9187999 33.4200309, -111.9188051 33.4199879))",POINT (-111.918569 33.4199895),209.1,2250.9
,2530,991005762,,carport,,,,"POLYGON ((-111.9180261 33.4208299, -111.9180837 33.4208297, -111.9180823 33.4205057, -111.9180249 33.4205059, -111.9180261 33.4208299))",POINT (-111.9180543 33.4206679),192.0,2067.0
,2531,991005763,,carport,,,,"POLYGON ((-111.9185519 33.420808, -111.9183159 33.420805, -111.9183151 33.420852, -111.9185511 33.420855, -111.9185519 33.420808))",POINT (-111.9184335 33.42083),114.4,1230.9
,2532,991005764,,carport,,,,"POLYGON ((-111.9185618 33.4209212, -111.9182103 33.4209182, -111.9182097 33.4209652, -111.9185612 33.4209682, -111.9185618 33.4209212))",POINT (-111.9183857 33.4209432),170.3,1833.1
,2533,991005765,,carport,,,,"POLYGON ((-111.9186094 33.4209224, -111.9186101 33.4209669, -111.9190206 33.4209625, -111.9190199 33.420918, -111.9186094 33.4209224))",POINT (-111.918815 33.4209424),188.3,2027.0
,2534,991005766,,carport,,,,"POLYGON ((-111.9186659 33.4209929, -111.9186661 33.4210399, -111.9190201 33.4210391, -111.9190199 33.4209921, -111.9186659 33.4209929))",POINT (-111.918843 33.421016),171.5,1846.0
,2535,991005767,,carport,,,,"POLYGON ((-111.9185785 33.4208526, -111.9188145 33.4208544, -111.9188151 33.420807, -111.9185791 33.4208051, -111.9185785 33.4208526))",POINT (-111.9186968 33.4208298),115.4,1242.5
,2536,991005768,,carport,,,,"POLYGON ((-111.9188398 33.4208512, -111.9191931 33.420851, -111.919193 33.4208011, -111.9188398 33.4208013, -111.9188398 33.4208512))",POINT (-111.9190164 33.4208262),181.7,1955.7
,2537,991005769,,carport,,,,"POLYGON ((-111.9193977 33.4210392, -111.9193457 33.4210398, -111.9193503 33.4213688, -111.9194023 33.4213682, -111.9193977 33.4210392))",POINT (-111.919374 33.421204),176.4,1898.4
,2538,991005770,,carport,,,,"POLYGON ((-111.9190482 33.4214262, -111.9190444 33.4211797, -111.9189884 33.4211803, -111.9189922 33.4214268, -111.9190482 33.4214262))",POINT (-111.9190183 33.4213033),142.3,1531.8
,2539,991005771,,carport,,,,"POLYGON ((-111.9191259 33.421186, -111.9191251 33.421533, -111.9191811 33.421533, -111.9191819 33.421186, -111.9191259 33.421186))",POINT (-111.9191535 33.4213595),200.3,2155.9
,2540,991005773,,carport,,,,"POLYGON ((-111.9192087 33.4209427, -111.9192085 33.4211378, -111.9192664 33.4211378, -111.9192666 33.4209427, -111.9192087 33.4209427))",POINT (-111.9192375 33.4210402),116.4,1253.3
,2541,991005774,,carport,,,,"POLYGON ((-111.9206633 33.4202723, -111.9211218 33.4203636, -111.921135 33.4203175, -111.9206764 33.4202262, -111.9206633 33.4202723))",POINT (-111.9208991 33.4202949),230.3,2478.5
,2542,991005775,,carport,,,,"POLYGON ((-111.9212342 33.4204564, -111.9211218 33.4204307, -111.9211075 33.4204742, -111.9212199 33.4204999, -111.9212342 33.4204564))",POINT (-111.9211709 33.4204653),54.2,583.2
,2543,991005776,,carport,,,,"POLYGON ((-111.9184361 33.4200656, -111.9184303 33.420115, -111.9186072 33.4201294, -111.918613 33.42008, -111.9184361 33.4200656))",POINT (-111.9185216 33.4200975),90.9,978.8
,2544,991005777,,carport,,,,"POLYGON ((-111.9181979 33.4199339, -111.9181942 33.4199749, -111.9183101 33.4199821, -111.9183138 33.4199412, -111.9181979 33.4199339))",POINT (-111.918254 33.419958),49.2,529.5
,2545,991005778,,carport,,,,"POLYGON ((-111.9189171 33.4192931, -111.9188625 33.4192927, -111.9188612 33.4194107, -111.9189158 33.4194111, -111.9189171 33.4192931))",POINT (-111.9188891 33.4193519),66.4,714.9
,2546,991005779,,carport,,,,"POLYGON ((-111.9188676 33.4191288, -111.9188655 33.4192486, -111.918916 33.4192492, -111.9189181 33.4191294, -111.9188676 33.4191288))",POINT (-111.9188918 33.419189),62.4,671.4
,2547,991005780,,carport,,,,"POLYGON ((-111.9190005 33.4192956, -111.9190555 33.4192964, -111.9190581 33.4191789, -111.9190031 33.4191781, -111.9190005 33.4192956))",POINT (-111.9190293 33.4192373),66.6,717.2
,2548,991005781,,carport,,,,"POLYGON ((-111.9196403 33.4191328, -111.9194998 33.4191268, -111.9194972 33.4191698, -111.9196377 33.4191757, -111.9196403 33.4191328))",POINT (-111.9195687 33.4191513),62.4,671.2
,2549,991005782,,carport,,,,"POLYGON ((-111.919783 33.419026, -111.919561 33.419019, -111.919559 33.419062, -111.919781 33.419069, -111.919783 33.419026))",POINT (-111.919671 33.419044),98.5,1060.7
,2550,991005783,,carport,,,,"POLYGON ((-111.9200564 33.4192657, -111.9200054 33.4192653, -111.9200042 33.4193818, -111.9200552 33.4193822, -111.9200564 33.4192657))",POINT (-111.9200303 33.4193237),61.2,659.3
,2551,991005784,,carport,,,,"POLYGON ((-111.9201887 33.4193002, -111.9201382 33.4192992, -111.9201348 33.4194132, -111.9201853 33.4194142, -111.9201887 33.4193002))",POINT (-111.9201618 33.4193567),59.4,639.1
,2552,991005785,,carport,,,,"POLYGON ((-111.9201306 33.4195743, -111.9201816 33.4195747, -111.9201828 33.4194562, -111.9201318 33.4194558, -111.9201306 33.4195743))",POINT (-111.9201567 33.4195153),62.3,670.6
,2553,991005786,,carport,,,,"POLYGON ((-111.9204964 33.4193368, -111.9203332 33.4193013, -111.9203186 33.4193482, -111.9204818 33.4193837, -111.9204964 33.4193368))",POINT (-111.9204075 33.4193425),84.2,906.7
,2554,991005787,,carport,,,,"POLYGON ((-111.9206728 33.4193721, -111.9205299 33.4193409, -111.9205152 33.4193879, -111.9206581 33.4194191, -111.9206728 33.4193721))",POINT (-111.920594 33.41938),74.0,796.1
,2555,991005788,,carport,,,,"POLYGON ((-111.920698 33.419427, -111.9208665 33.4194606, -111.9208798 33.4194141, -111.9207113 33.4193805, -111.920698 33.419427))",POINT (-111.9207889 33.4194205),85.4,918.9
,2556,991005789,,carport,,,,"POLYGON ((-111.9211823 33.4194708, -111.9209112 33.4194213, -111.9208987 33.4194692, -111.9211698 33.4195187, -111.9211823 33.4194708))",POINT (-111.9210405 33.41947),140.2,1509.4
,2557,991005790,,carport,,,,"POLYGON ((-111.9209228 33.4195257, -111.9209083 33.4195788, -111.9210052 33.4195973, -111.9210197 33.4195442, -111.9209228 33.4195257))",POINT (-111.920964 33.4195615),55.8,600.6
,2558,991007079,,carport,,,,"POLYGON ((-111.922861 33.4175842, -111.9226709 33.4177531, -111.9227181 33.41779, -111.9229081 33.4176212, -111.922861 33.4175842))",POINT (-111.9227895 33.4176871),154.4,1662.5
,2559,991007080,,carport,,,,"POLYGON ((-111.9225604 33.417671, -111.9222757 33.4174181, -111.9222344 33.4174505, -111.922519 33.4177034, -111.9225604 33.417671))",POINT (-111.9223974 33.4175608),202.9,2183.5
,2560,991007081,,carport,,,,"POLYGON ((-111.9226182 33.417156, -111.922573 33.4171158, -111.9224028 33.417249, -111.922448 33.4172893, -111.9226182 33.417156))",POINT (-111.9225105 33.4172025),132.7,1428.3
